wellbore;md_top;md_bottom;formation;Level;npd_litho_id;npd_id
16/1-21 A;1264;1811;NO FORMAL NAME;FORMATION;111;7530
16/1-21 A;1811;2094;GRID FM;FORMATION;53;7530
16/1-21 A;2094;2576;NO FORMAL NAME;FORMATION;111;7530
16/1-21 A;2576;2634;BALDER FM;FORMATION;6;7530
16/1-21 A;2634;2736;SELE FM;FORMATION;142;7530
16/1-21 A;2736;2826;LISTA FM;FORMATION;95;7530
16/1-21 A;2826;2828;HEIMDAL FM;FORMATION;62;7530
16/1-21 A;2828;2890;LISTA FM;FORMATION;95;7530
16/1-21 A;2890;2919;VÅLE FM;FORMATION;190;7530
16/1-21 A;2919;2926;TOR FM;FORMATION;171;7530
16/1-21 A;2926;2972;ÅSGARD FM;FORMATION;198;7530
16/1-21 A;2972;3155;DRAUPNE FM;FORMATION;28;7530
16/1-21 A;3155;3187;HEATHER FM;FORMATION;60;7530
16/1-21 A;3187;3194;SLEIPNER FM;FORMATION;148;7530
16/1-21 A;3194;3313;SKAGERRAK FM;FORMATION;146;7530
16/1-21 S;168;802;UNDIFFERENTIATED;FORMATION;182;7529
16/1-21 S;802;848;UTSIRA FM;FORMATION;183;7529
16/1-21 S;848;959;UNDIFFERENTIATED;FORMATION;182;7529
16/1-21 S;959;1264;SKADE FM;FORMATION;145;7529
16/1-21 S;1264;1664;NO FORMAL NAME;FORMATION;111;7529
16/1-21 S;1664;1730;GRID FM;FORMATION;53;7529
16/1-21 S;1730;1759;NO FORMAL NAME;FORMATION;111;7529
16/1-21 S;1759;1808;GRID FM;FORMATION;53;7529
16/1-21 S;1808;2035;NO FORMAL NAME;FORMATION;111;7529
16/1-21 S;2035;2075;BALDER FM;FORMATION;6;7529
16/1-21 S;2075;2113;SELE FM;FORMATION;142;7529
16/1-21 S;2113;2176;LISTA FM;FORMATION;95;7529
16/1-21 S;2176;2212;HEIMDAL FM;FORMATION;62;7529
16/1-21 S;2212;2253;LISTA FM;FORMATION;95;7529
16/1-21 S;2253;2281;VÅLE FM;FORMATION;190;7529
16/1-21 S;2281;2286;TOR FM;FORMATION;171;7529
16/1-21 S;2286;2294;ÅSGARD FM;FORMATION;198;7529
16/1-21 S;2294;2462;DRAUPNE FM;FORMATION;28;7529
16/1-21 S;2462;2491;HEATHER FM;FORMATION;60;7529
16/1-21 S;2491;2630;SKAGERRAK FM;FORMATION;146;7529
16/1-22 A;774;842;UTSIRA FM;FORMATION;183;7716
16/1-22 A;950;1208;SKADE FM;FORMATION;145;7716
16/1-22 A;1623;1835;GRID FM;FORMATION;53;7716
16/1-22 A;2211;2264;BALDER FM;FORMATION;6;7716
16/1-22 A;2264;2345;SELE FM;FORMATION;142;7716
16/1-22 A;2345;2407;LISTA FM;FORMATION;95;7716
16/1-22 A;2407;2485;HEIMDAL FM;FORMATION;62;7716
16/1-22 A;2485;2529;LISTA FM;FORMATION;95;7716
16/1-22 A;2529;2602;VÅLE FM;FORMATION;190;7716
16/1-22 A;2602;2618;ÅSGARD FM;FORMATION;198;7716
16/1-22 A;2618;2740;DRAUPNE FM;FORMATION;28;7716
16/1-22 A;2740;2769;HEATHER FM;FORMATION;60;7716
16/1-22 A;2769;2896;SKAGERRAK FM;FORMATION;146;7716
16/1-22 B;774;842;UTSIRA FM;FORMATION;183;7720
16/1-22 B;945;1208;SKADE FM;FORMATION;145;7720
16/1-22 B;1621;1826;GRID FM;FORMATION;53;7720
16/1-22 B;2342;2427;BALDER FM;FORMATION;6;7720
16/1-22 B;2427;2531;SELE FM;FORMATION;142;7720
16/1-22 B;2531;2600;LISTA FM;FORMATION;95;7720
16/1-22 B;2600;2727;HEIMDAL FM;FORMATION;62;7720
16/1-22 B;2727;2812;LISTA FM;FORMATION;95;7720
16/1-22 B;2812;2907;VÅLE FM;FORMATION;190;7720
16/1-22 B;2907;2940;ÅSGARD FM;FORMATION;198;7720
16/1-22 B;2940;3049;DRAUPNE FM;FORMATION;28;7720
16/1-22 B;3049;3066;HEATHER FM;FORMATION;60;7720
16/1-22 B;3066;3215;SKAGERRAK FM;FORMATION;146;7720
16/1-22 S;774;842;UTSIRA FM;FORMATION;183;7531
16/1-22 S;950;1208;SKADE FM;FORMATION;145;7531
16/1-22 S;1627;2084;GRID FM;FORMATION;53;7531
16/1-22 S;2084;2124;BALDER FM;FORMATION;6;7531
16/1-22 S;2124;2194;SELE FM;FORMATION;142;7531
16/1-22 S;2194;2239;LISTA FM;FORMATION;95;7531
16/1-22 S;2239;2289;HEIMDAL FM;FORMATION;62;7531
16/1-22 S;2289;2322;LISTA FM;FORMATION;95;7531
16/1-22 S;2322;2380;VÅLE FM;FORMATION;190;7531
16/1-22 S;2380;2412;ÅSGARD FM;FORMATION;198;7531
16/1-22 S;2412;2487;DRAUPNE FM;FORMATION;28;7531
16/1-22 S;2487;2506;HEATHER FM;FORMATION;60;7531
16/1-22 S;2506;2640;SKAGERRAK FM;FORMATION;146;7531
16/1-23 S;780;1035;UTSIRA FM;FORMATION;183;7532
16/1-23 S;1040;1621;SKADE FM;FORMATION;145;7532
16/1-23 S;1621;1750;GRID FM;FORMATION;53;7532
16/1-23 S;1750;1761;BALDER FM;FORMATION;6;7532
16/1-23 S;1761;1809;SELE FM;FORMATION;142;7532
16/1-23 S;1809;1879;LISTA FM;FORMATION;95;7532
16/1-23 S;1879;1901;VÅLE FM;FORMATION;190;7532
16/1-23 S;1901;1916;EKOFISK FM;FORMATION;33;7532
16/1-23 S;1916;1934;TOR FM;FORMATION;171;7532
16/1-23 S;1934;1943;HOD FM;FORMATION;66;7532
16/1-23 S;1943;1946;SOLA FM;FORMATION;152;7532
16/1-23 S;1946;1953;ÅSGARD FM;FORMATION;198;7532
16/1-23 S;1953;2094;SKAGERRAK FM;FORMATION;146;7532
16/1-24;135;220;UNDIFFERENTIATED;FORMATION;182;7616
16/1-24;220;320;NO FORMAL NAME;FORMATION;111;7616
16/1-24;320;742;UNDIFFERENTIATED;FORMATION;182;7616
16/1-24;742;969;UTSIRA FM;FORMATION;183;7616
16/1-24;969;1076;UNDIFFERENTIATED;FORMATION;182;7616
16/1-24;1076;1091;UNDIFFERENTIATED;FORMATION;182;7616
16/1-24;1091;1160;SKADE FM;FORMATION;145;7616
16/1-24;1160;1172;UNDIFFERENTIATED;FORMATION;182;7616
16/1-24;1172;1626;NO FORMAL NAME;FORMATION;111;7616
16/1-24;1626;1666;NO FORMAL NAME;FORMATION;111;7616
16/1-24;1666;1747;GRID FM;FORMATION;53;7616
16/1-24;1747;1960;NO FORMAL NAME;FORMATION;111;7616
16/1-24;1960;1980;BALDER FM;FORMATION;6;7616
16/1-24;1980;2041;SELE FM;FORMATION;142;7616
16/1-24;2041;2066;LISTA FM;FORMATION;95;7616
16/1-24;2066;2067;HEIMDAL FM;FORMATION;62;7616
16/1-24;2067;2088;LISTA FM;FORMATION;95;7616
16/1-24;2088;2112;VÅLE FM;FORMATION;190;7616
16/1-24;2112;2116;UNDIFFERENTIATED;FORMATION;182;7616
16/1-24;2116;2147;TY FM;FORMATION;176;7616
16/1-24;2147;2150;VÅLE FM;FORMATION;190;7616
16/1-24;2150;2198;INTRA DRAUPNE FM SS;FORMATION;26;7616
16/1-24;2198;2223;DRAUPNE FM;FORMATION;28;7616
16/1-24;2223;2282;INTRA HEATHER FM SS;FORMATION;59;7616
16/1-24;2282;2290;HEATHER FM;FORMATION;60;7616
16/1-24;2290;2299;HUGIN FM;FORMATION;69;7616
16/1-25 S;734;1006;UTSIRA FM;FORMATION;183;7775
16/1-25 S;1014;1704;SKADE FM;FORMATION;145;7775
16/1-25 S;1704;1788;GRID FM;FORMATION;53;7775
16/1-25 S;1788;1795;BALDER FM;FORMATION;6;7775
16/1-25 S;1795;1820;SELE FM;FORMATION;142;7775
16/1-25 S;1820;1910;LISTA FM;FORMATION;95;7775
16/1-25 S;1910;1917;VÅLE FM;FORMATION;190;7775
16/1-25 S;1917;1934;EKOFISK FM;FORMATION;33;7775
16/1-25 S;1934;1981;TOR FM;FORMATION;171;7775
16/1-25 S;1981;1999;HOD FM;FORMATION;66;7775
16/1-25 S;1999;2000;SOLA FM;FORMATION;152;7775
16/1-25 S;2000;2004;ÅSGARD FM;FORMATION;198;7775
16/1-26 A;170;800;UNDIFFERENTIATED;FORMATION;182;7940
16/1-26 A;800;863;UTSIRA FM;FORMATION;183;7940
16/1-26 A;863;1047;UNDIFFERENTIATED;FORMATION;182;7940
16/1-26 A;1047;1492;SKADE FM;FORMATION;145;7940
16/1-26 A;1492;2368;UNDIFFERENTIATED;FORMATION;182;7940
16/1-26 A;2368;2560;GRID FM;FORMATION;53;7940
16/1-26 A;2560;3220;UNDIFFERENTIATED;FORMATION;182;7940
16/1-26 A;3220;3312;BALDER FM;FORMATION;6;7940
16/1-26 A;3312;3410;SELE FM;FORMATION;142;7940
16/1-26 A;3410;3506;LISTA FM;FORMATION;95;7940
16/1-26 A;3506;3679;HEIMDAL FM;FORMATION;62;7940
16/1-26 A;3679;3851;LISTA FM;FORMATION;95;7940
16/1-26 A;3851;4000;VÅLE FM;FORMATION;190;7940
16/1-26 A;4000;4131;TOR FM;FORMATION;171;7940
16/1-26 A;4131;4135;ÅSGARD FM;FORMATION;198;7940
16/1-26 A;4135;4601;DRAUPNE FM;FORMATION;28;7940
16/1-26 A;4601;4710;HEATHER FM;FORMATION;60;7940
16/1-26 A;4710;4888;SLEIPNER FM;FORMATION;148;7940
16/1-26 S;170;800;UNDIFFERENTIATED;FORMATION;182;7915
16/1-26 S;800;863;UTSIRA FM;FORMATION;183;7915
16/1-26 S;863;1047;UNDIFFERENTIATED;FORMATION;182;7915
16/1-26 S;1047;1492;SKADE FM;FORMATION;145;7915
16/1-26 S;1492;2368;UNDIFFERENTIATED;FORMATION;182;7915
16/1-26 S;2368;2560;GRID FM;FORMATION;53;7915
16/1-26 S;2560;3253;UNDIFFERENTIATED;FORMATION;182;7915
16/1-26 S;3253;3356;BALDER FM;FORMATION;6;7915
16/1-26 S;3356;3470;SELE FM;FORMATION;142;7915
16/1-26 S;3470;3547;LISTA FM;FORMATION;95;7915
16/1-26 S;3547;3798;HEIMDAL FM;FORMATION;62;7915
16/1-26 S;3798;3975;LISTA FM;FORMATION;95;7915
16/1-26 S;3975;4119;VÅLE FM;FORMATION;190;7915
16/1-26 S;4119;4306;TOR FM;FORMATION;171;7915
16/1-26 S;4306;4331;UNDIFFERENTIATED;FORMATION;182;7915
16/1-26 S;4331;4787;DRAUPNE FM;FORMATION;28;7915
16/1-26 S;4787;4834;HEATHER FM;FORMATION;60;7915
16/1-26 S;4834;4835;UNDIFFERENTIATED;FORMATION;182;7915
16/1-26 S;4896;5330;SKAGERRAK FM;FORMATION;146;7915
16/1-27;766;970;UTSIRA FM;FORMATION;183;8124
16/1-27;980;1562;SKADE FM;FORMATION;145;8124
16/1-27;1562;1836;GRID FM;FORMATION;53;8124
16/1-27;1836;1858;BALDER FM;FORMATION;6;8124
16/1-27;1858;1865;SELE FM;FORMATION;142;8124
16/1-27;1865;1942;LISTA FM;FORMATION;95;8124
16/1-27;1942;1947;VÅLE FM;FORMATION;190;8124
16/1-27;1947;1955;EKOFISK FM;FORMATION;33;8124
16/1-27;1955;1961;TOR FM;FORMATION;171;8124
16/1-27;1961;1962;HOD FM;FORMATION;66;8124
16/1-27;1962;1968;ÅSGARD FM;FORMATION;198;8124
16/1-27;1968;2240;SKAGERRAK FM;FORMATION;146;8124
16/2-1;797;845;UTSIRA FM;FORMATION;183;144
16/2-1;845;939;NO FORMAL NAME;FORMATION;111;144
16/2-1;939;950;SKADE FM;FORMATION;145;144
16/2-1;950;1154;SKADE FM;FORMATION;145;144
16/2-1;1154;1625;NO FORMAL NAME;FORMATION;111;144
16/2-1;1625;1645;BALDER FM;FORMATION;6;144
16/2-1;1645;1669;SELE FM;FORMATION;142;144
16/2-1;1669;1732;LISTA FM;FORMATION;95;144
16/2-1;1732;1838;TOR FM;FORMATION;171;144
16/2-1;1838;1850;HOD FM;FORMATION;66;144
16/2-1;1850;1858;RØDBY FM;FORMATION;137;144
16/2-1;1858;1873;SOLA FM;FORMATION;152;144
16/2-2;871;895;UTSIRA FM;FORMATION;183;4408
16/2-2;895;961;UNDIFFERENTIATED;FORMATION;182;4408
16/2-2;961;1126;SKADE FM;FORMATION;145;4408
16/2-2;1126;1630;NO FORMAL NAME;FORMATION;111;4408
16/2-2;1630;1649;BALDER FM;FORMATION;6;4408
16/2-2;1649;1709;SELE FM;FORMATION;142;4408
16/2-2;1709;1815;LISTA FM;FORMATION;95;4408
16/2-2;1815;1836;VÅLE FM;FORMATION;190;4408
16/2-2;1836;1851;TOR FM;FORMATION;171;4408
16/2-2;1851;1872;HOD FM;FORMATION;66;4408
16/2-2;1872;1875;BLODØKS FM;FORMATION;13;4408
16/2-2;1875;1880;RØDBY FM;FORMATION;137;4408
16/2-3;817;1051;UTSIRA FM;FORMATION;183;5551
16/2-3;1079;1150;SKADE FM;FORMATION;145;5551
16/2-3;1150;1251;NO FORMAL NAME;FORMATION;111;5551
16/2-3;1251;1267;GRID FM;FORMATION;53;5551
16/2-3;1267;1617;NO FORMAL NAME;FORMATION;111;5551
16/2-3;1617;1636;BALDER FM;FORMATION;6;5551
16/2-3;1636;1651;SELE FM;FORMATION;142;5551
16/2-3;1651;1716;LISTA FM;FORMATION;95;5551
16/2-3;1716;1717;EKOFISK FM;FORMATION;33;5551
16/2-3;1717;1814;TOR FM;FORMATION;171;5551
16/2-3;1814;1875;HOD FM;FORMATION;66;5551
16/2-3;1875;1889;RØDBY FM;FORMATION;137;5551
16/2-3;1889;1894;SOLA FM;FORMATION;152;5551
16/2-4;819;1057;UTSIRA FM;FORMATION;183;5625
16/2-4;1079;1091;SKADE FM;FORMATION;145;5625
16/2-4;1091;1243;NO FORMAL NAME;FORMATION;111;5625
16/2-4;1243;1325;GRID FM;FORMATION;53;5625
16/2-4;1325;1620;NO FORMAL NAME;FORMATION;111;5625
16/2-4;1620;1641;BALDER FM;FORMATION;6;5625
16/2-4;1641;1655;SELE FM;FORMATION;142;5625
16/2-4;1655;1707;LISTA FM;FORMATION;95;5625
16/2-4;1707;1708;VÅLE FM;FORMATION;190;5625
16/2-4;1708;1710;EKOFISK FM;FORMATION;33;5625
16/2-4;1710;1802;TOR FM;FORMATION;171;5625
16/2-4;1802;1859;HOD FM;FORMATION;66;5625
16/2-4;1859;1877;RØDBY FM;FORMATION;137;5625
16/2-4;1877;1879;SOLA FM;FORMATION;152;5625
16/2-5;798;971;UTSIRA FM;FORMATION;183;6042
16/2-5;971;998;NO FORMAL NAME;FORMATION;111;6042
16/2-5;998;1048;SKADE FM;FORMATION;145;6042
16/2-5;1048;1077;NO FORMAL NAME;FORMATION;111;6042
16/2-5;1077;1102;SKADE FM;FORMATION;145;6042
16/2-5;1102;1192;NO FORMAL NAME;FORMATION;111;6042
16/2-5;1192;1242;GRID FM;FORMATION;53;6042
16/2-5;1242;1287;NO FORMAL NAME;FORMATION;111;6042
16/2-5;1287;1305;GRID FM;FORMATION;53;6042
16/2-5;1305;1631;NO FORMAL NAME;FORMATION;111;6042
16/2-5;1631;1652;BALDER FM;FORMATION;6;6042
16/2-5;1652;1672;SELE FM;FORMATION;142;6042
16/2-5;1672;1748;LISTA FM;FORMATION;95;6042
16/2-5;1748;1757;VÅLE FM;FORMATION;190;6042
16/2-5;1757;1762;EKOFISK FM;FORMATION;33;6042
16/2-5;1762;1803;TOR FM;FORMATION;171;6042
16/2-5;1803;1855;HOD FM;FORMATION;66;6042
16/2-5;1855;1875;RØDBY FM;FORMATION;137;6042
16/2-5;1875;1880;ÅSGARD FM;FORMATION;198;6042
16/2-5;1880;1884;MIME FM;FORMATION;106;6042
16/2-5;1884;2342;NO FORMAL NAME;FORMATION;111;6042
16/2-6;829;876;UTSIRA FM;FORMATION;183;6374
16/2-6;876;939;NO FORMAL NAME;FORMATION;111;6374
16/2-6;939;1097;SKADE FM;FORMATION;145;6374
16/2-6;1097;1468;NO FORMAL NAME;FORMATION;111;6374
16/2-6;1468;1493;BALDER FM;FORMATION;6;6374
16/2-6;1493;1505;SELE FM;FORMATION;142;6374
16/2-6;1505;1604;LISTA FM;FORMATION;95;6374
16/2-6;1604;1628;VÅLE FM;FORMATION;190;6374
16/2-6;1628;1639;EKOFISK FM;FORMATION;33;6374
16/2-6;1639;1669;TOR FM;FORMATION;171;6374
16/2-6;1669;1775;HOD FM;FORMATION;66;6374
16/2-6;1775;1777;BLODØKS FM;FORMATION;13;6374
16/2-6;1777;1805;SVARTE FM;FORMATION;160;6374
16/2-6;1805;1907;RØDBY FM;FORMATION;137;6374
16/2-6;1907;1912;SOLA FM;FORMATION;152;6374
16/2-6;1912;1926;ÅSGARD FM;FORMATION;198;6374
16/2-6;1926;1931;DRAUPNE FM;FORMATION;28;6374
16/2-6;1931;1938;INTRA DRAUPNE FM SS;FORMATION;26;6374
16/2-6;1938;1942;DRAUPNE FM;FORMATION;28;6374
16/2-6;1955;2075;SKAGERRAK FM;FORMATION;146;6374
16/2-7;792;892;UTSIRA FM;FORMATION;183;6561
16/2-7;892;974;UNDIFFERENTIATED;FORMATION;182;6561
16/2-7;974;1025;SKADE FM;FORMATION;145;6561
16/2-7;1025;1375;NO FORMAL NAME;FORMATION;111;6561
16/2-7;1375;1397;NO FORMAL NAME;FORMATION;111;6561
16/2-7;1397;1420;BALDER FM;FORMATION;6;6561
16/2-7;1420;1431;SELE FM;FORMATION;142;6561
16/2-7;1431;1498;LISTA FM;FORMATION;95;6561
16/2-7;1498;1500;VÅLE FM;FORMATION;190;6561
16/2-7;1500;1502;EKOFISK FM;FORMATION;33;6561
16/2-7;1502;1621;TOR FM;FORMATION;171;6561
16/2-7;1621;1737;HOD FM;FORMATION;66;6561
16/2-7;1737;1762;BLODØKS FM;FORMATION;13;6561
16/2-7;1762;1801;SVARTE FM;FORMATION;160;6561
16/2-7;1801;1894;RØDBY FM;FORMATION;137;6561
16/2-7;1894;1900;SOLA FM;FORMATION;152;6561
16/2-7;1900;1936;ÅSGARD FM;FORMATION;198;6561
16/2-7;1936;1940;DRAUPNE FM;FORMATION;28;6561
16/2-7;1940;1965;INTRA DRAUPNE FM SS;FORMATION;26;6561
16/2-7;1965;1985;SLEIPNER FM;FORMATION;148;6561
16/2-7;1986;2134;SKAGERRAK FM;FORMATION;146;6561
16/2-7;2134;2239;UNDIFFERENTIATED;FORMATION;182;6561
16/2-7;2239;2244;KUPFERSCHIEFER FM;FORMATION;88;6561
16/2-7;2244;2500;NO FORMAL NAME;FORMATION;111;6561
16/2-7 A;794;893;UTSIRA FM;FORMATION;183;6711
16/2-7 A;893;982;NO FORMAL NAME;FORMATION;111;6711
16/2-7 A;982;1030;SKADE FM;FORMATION;145;6711
16/2-7 A;1030;1414;NO FORMAL NAME;FORMATION;111;6711
16/2-7 A;1414;1436;NO FORMAL NAME;FORMATION;111;6711
16/2-7 A;1436;1464;BALDER FM;FORMATION;6;6711
16/2-7 A;1464;1480;SELE FM;FORMATION;142;6711
16/2-7 A;1480;1551;LISTA FM;FORMATION;95;6711
16/2-7 A;1551;1568;EKOFISK FM;FORMATION;33;6711
16/2-7 A;1568;1672;TOR FM;FORMATION;171;6711
16/2-7 A;1672;1804;HOD FM;FORMATION;66;6711
16/2-7 A;1804;1830;BLODØKS FM;FORMATION;13;6711
16/2-7 A;1830;1870;SVARTE FM;FORMATION;160;6711
16/2-7 A;1870;1968;RØDBY FM;FORMATION;137;6711
16/2-7 A;1968;1975;SOLA FM;FORMATION;152;6711
16/2-7 A;1975;2011;ÅSGARD FM;FORMATION;198;6711
16/2-7 A;2011;2014;DRAUPNE FM;FORMATION;28;6711
16/2-7 A;2014;2024;INTRA DRAUPNE FM SS;FORMATION;26;6711
16/2-7 A;2024;2039;SLEIPNER FM;FORMATION;148;6711
16/2-7 A;2041;2100;SKAGERRAK FM;FORMATION;146;6711
16/2-8;799;1024;UTSIRA FM;FORMATION;183;6562
16/2-8;1024;1061;NO FORMAL NAME;FORMATION;111;6562
16/2-8;1061;1124;SKADE FM;FORMATION;145;6562
16/2-8;1124;1467;NO FORMAL NAME;FORMATION;111;6562
16/2-8;1467;1489;BALDER FM;FORMATION;6;6562
16/2-8;1489;1503;SELE FM;FORMATION;142;6562
16/2-8;1503;1572;LISTA FM;FORMATION;95;6562
16/2-8;1572;1576;EKOFISK FM;FORMATION;33;6562
16/2-8;1576;1667;TOR FM;FORMATION;171;6562
16/2-8;1667;1750;HOD FM;FORMATION;66;6562
16/2-8;1750;1767;BLODØKS FM;FORMATION;13;6562
16/2-8;1767;1787;SVARTE FM;FORMATION;160;6562
16/2-8;1787;1868;RØDBY FM;FORMATION;137;6562
16/2-8;1868;1877;ÅSGARD FM;FORMATION;198;6562
16/2-8;1877;1911;INTRA DRAUPNE FM SS;FORMATION;26;6562
16/2-8;1911;1945;HUGIN FM;FORMATION;69;6562
16/2-8;1945;1949;SLEIPNER FM;FORMATION;148;6562
16/2-8;1951;2140;SKAGERRAK FM;FORMATION;146;6562
16/2-9 S;793;1031;UTSIRA FM;FORMATION;183;6615
16/2-9 S;1031;1090;SKADE FM;FORMATION;145;6615
16/2-9 S;1090;1197;NO FORMAL NAME;FORMATION;111;6615
16/2-9 S;1197;1241;GRID FM;FORMATION;53;6615
16/2-9 S;1241;1611;NO FORMAL NAME;FORMATION;111;6615
16/2-9 S;1611;1633;BALDER FM;FORMATION;6;6615
16/2-9 S;1633;1674;SELE FM;FORMATION;142;6615
16/2-9 S;1674;1746;LISTA FM;FORMATION;95;6615
16/2-9 S;1746;1771;EKOFISK FM;FORMATION;33;6615
16/2-9 S;1771;1823;TOR FM;FORMATION;171;6615
16/2-9 S;1823;1866;HOD FM;FORMATION;66;6615
16/2-9 S;1866;1906;RØDBY FM;FORMATION;137;6615
16/2-9 S;1906;1922;SOLA FM;FORMATION;152;6615
16/2-9 S;1922;1934;ÅSGARD FM;FORMATION;198;6615
16/2-9 S;1934;1935;DRAUPNE FM;FORMATION;28;6615
16/2-9 S;1935;1941;INTRA DRAUPNE FM SS;FORMATION;26;6615
16/2-9 S;1941;1949;DRAUPNE FM;FORMATION;28;6615
16/2-9 S;1949;1986;SKAGERRAK FM;FORMATION;146;6615
16/2-10;818;1057;UTSIRA FM;FORMATION;183;6715
16/2-10;1084;1137;SKADE FM;FORMATION;145;6715
16/2-10;1137;1500;NO FORMAL NAME;FORMATION;111;6715
16/2-10;1500;1531;BALDER FM;FORMATION;6;6715
16/2-10;1531;1540;SELE FM;FORMATION;142;6715
16/2-10;1540;1605;LISTA FM;FORMATION;95;6715
16/2-10;1605;1622;VÅLE FM;FORMATION;190;6715
16/2-10;1622;1632;EKOFISK FM;FORMATION;33;6715
16/2-10;1632;1710;TOR FM;FORMATION;171;6715
16/2-10;1710;1766;HOD FM;FORMATION;66;6715
16/2-10;1766;1780;BLODØKS FM;FORMATION;13;6715
16/2-10;1780;1809;SVARTE FM;FORMATION;160;6715
16/2-10;1809;1851;RØDBY FM;FORMATION;137;6715
16/2-10;1851;1885;SOLA FM;FORMATION;152;6715
16/2-10;1885;1892;ÅSGARD FM;FORMATION;198;6715
16/2-10;1892;1924;INTRA DRAUPNE FM SS;FORMATION;26;6715
16/2-10;1924;1962;HUGIN FM;FORMATION;69;6715
16/2-10;1962;1968;SLEIPNER FM;FORMATION;148;6715
16/2-10;1968;2090;SKAGERRAK FM;FORMATION;146;6715
16/2-11;795;983;UTSIRA FM;FORMATION;183;6742
16/2-11;983;1462;SKADE FM;FORMATION;145;6742
16/2-11;1462;1484;BALDER FM;FORMATION;6;6742
16/2-11;1484;1497;SELE FM;FORMATION;142;6742
16/2-11;1497;1570;LISTA FM;FORMATION;95;6742
16/2-11;1570;1581;VÅLE FM;FORMATION;190;6742
16/2-11;1581;1592;EKOFISK FM;FORMATION;33;6742
16/2-11;1592;1668;TOR FM;FORMATION;171;6742
16/2-11;1668;1747;HOD FM;FORMATION;66;6742
16/2-11;1747;1764;BLODØKS FM;FORMATION;13;6742
16/2-11;1764;1783;SVARTE FM;FORMATION;160;6742
16/2-11;1793;1868;RØDBY FM;FORMATION;137;6742
16/2-11;1868;1876;SOLA FM;FORMATION;152;6742
16/2-11;1876;1890;ÅSGARD FM;FORMATION;198;6742
16/2-11;1890;1910;INTRA DRAUPNE FM SS;FORMATION;26;6742
16/2-11;1890;1910;DRAUPNE FM;FORMATION;28;6742
16/2-11;1946;2126;SKAGERRAK FM;FORMATION;146;6742
16/2-11 A;797;951;UTSIRA FM;FORMATION;183;6849
16/2-11 A;951;1582;SKADE FM;FORMATION;145;6849
16/2-11 A;1582;1610;BALDER FM;FORMATION;6;6849
16/2-11 A;1610;1627;SELE FM;FORMATION;142;6849
16/2-11 A;1627;1745;LISTA FM;FORMATION;95;6849
16/2-11 A;1745;1752;VÅLE FM;FORMATION;190;6849
16/2-11 A;1752;1809;EKOFISK FM;FORMATION;33;6849
16/2-11 A;1809;1885;TOR FM;FORMATION;171;6849
16/2-11 A;1885;1990;HOD FM;FORMATION;66;6849
16/2-11 A;1990;2011;BLODØKS FM;FORMATION;13;6849
16/2-11 A;2011;2050;SVARTE FM;FORMATION;160;6849
16/2-11 A;2050;2150;RØDBY FM;FORMATION;137;6849
16/2-11 A;2150;2162;SOLA FM;FORMATION;152;6849
16/2-11 A;2162;2181;ÅSGARD FM;FORMATION;198;6849
16/2-11 A;2181;2185;DRAUPNE FM;FORMATION;28;6849
16/2-11 A;2185;2206;INTRA DRAUPNE FM SS;FORMATION;26;6849
16/2-11 A;2239;2365;SKAGERRAK FM;FORMATION;146;6849
16/2-12;772;846;UTSIRA FM;FORMATION;183;6952
16/2-12;846;897;UNDIFFERENTIATED;FORMATION;182;6952
16/2-12;906;1078;SKADE FM;FORMATION;145;6952
16/2-12;1078;1530;UNDIFFERENTIATED;FORMATION;182;6952
16/2-12;1530;1551;BALDER FM;FORMATION;6;6952
16/2-12;1551;1587;SELE FM;FORMATION;142;6952
16/2-12;1587;1665;LISTA FM;FORMATION;95;6952
16/2-12;1665;1672;VÅLE FM;FORMATION;190;6952
16/2-12;1672;1678;EKOFISK FM;FORMATION;33;6952
16/2-12;1678;1747;TOR FM;FORMATION;171;6952
16/2-12;1747;1801;HOD FM;FORMATION;66;6952
16/2-12;1801;1803;BLODØKS FM;FORMATION;13;6952
16/2-12;1803;1817;SVARTE FM;FORMATION;160;6952
16/2-12;1817;1873;RØDBY FM;FORMATION;137;6952
16/2-12;1873;1883;SOLA FM;FORMATION;152;6952
16/2-12;1883;1894;ÅSGARD FM;FORMATION;198;6952
16/2-12;1894;1930;INTRA DRAUPNE FM SS;FORMATION;26;6952
16/2-12;1930;1939;HUGIN FM;FORMATION;69;6952
16/2-13 A;838;869;UTSIRA FM;FORMATION;183;7028
16/2-13 A;869;945;UNDIFFERENTIATED;FORMATION;182;7028
16/2-13 A;945;1085;SKADE FM;FORMATION;145;7028
16/2-13 A;1085;1633;NO FORMAL NAME;FORMATION;111;7028
16/2-13 A;1633;1686;NO FORMAL NAME;FORMATION;111;7028
16/2-13 A;1686;1756;BALDER FM;FORMATION;6;7028
16/2-13 A;1756;1783;SELE FM;FORMATION;142;7028
16/2-13 A;1783;1992;LISTA FM;FORMATION;95;7028
16/2-13 A;1992;2041;VÅLE FM;FORMATION;190;7028
16/2-13 A;2041;2090;EKOFISK FM;FORMATION;33;7028
16/2-13 A;2090;2233;TOR FM;FORMATION;171;7028
16/2-13 A;2233;2353;HOD FM;FORMATION;66;7028
16/2-13 A;2353;2393;BLODØKS FM;FORMATION;13;7028
16/2-13 A;2393;2431;SVARTE FM;FORMATION;160;7028
16/2-13 A;2431;2527;RØDBY FM;FORMATION;137;7028
